index,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Congenital Suspected,Congenital Probable,GBS,Confirmed congenital syndrome,Date,Year,Month,Day,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
67,TOTAL,567605,213686,5985.0,77.85590363414778,20.0,3374.0,1003509,9611,3216,1366,93,2017-06-02,2017,jun,2,1913,1388,0.0,51.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
63,Turks and Caicos Islands,200,25,3.0,432.6923076923077,0.0,0.0,52,,,,,2017-06-02,2017,jun,2,-1,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-06-02,2017,jun,2,0,1,0.0,0.0
60,Sint Maarten (Dutch part),253,149,0.0,957.1428571428571,0.0,0.0,42,0,0,,,2017-06-02,2017,jun,2,6,2,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
55,Jamaica,7650,203,0.0,279.66524216524215,0.0,0.0,2808,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
65,Virgin Islands (US),1138,1018,2.0,2093.2038834951454,0.0,0.0,103,,,,,2017-06-02,2017,jun,2,45,-8,0.0,0.0
36,Brazil,224670,134057,0.0,171.1867642076229,11.0,2775.0,209553,9289,2989,,,2017-06-02,2017,jun,2,0,0,0.0,77.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,437,0.0,2688.0,0.0,0.0,25,0,0,,,2017-06-02,2017,jun,2,0,56,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
47,Bahamas,440,25,3.0,117.72151898734177,0.0,0.0,395,0,0,0,0,2017-06-02,2017,jun,2,440,0,0.0,0.0
46,Aruba,1208,681,7.0,1657.017543859649,0.0,0.0,114,0,0,,,2017-06-02,2017,jun,2,0,213,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-06-02,2017,jun,2,2,0,0.0,0.0
42,Subtotal ,1536,137,75.0,2.312050856826976,0.0,4.0,72360,0,0,0,0,2017-06-02,2017,jun,2,1536,-88,0.0,-77.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
40,Paraguay,667,16,0.0,10.156133828996282,0.0,2.0,6725,,,,,2017-06-02,2017,jun,2,-7,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
38,Argentina,869,121,40.0,2.246935996368588,0.0,2.0,44060,,,,,2017-06-02,2017,jun,2,0,20,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
66,Subtotal ,21379,5915,29.0,369.7371985911677,4.0,10.0,7382,10,5,15,4,2017-06-02,2017,jun,2,19843,5778,4.0,6.0
66,Subtotal ,20909,5642,29.0,359.67217556217827,4.0,10.0,7382,10,5,15,4,2017-06-08,2017,jun,8,-470,-273,0.0,0.0
65,Virgin Islands (US),1115,1017,2.0,2069.902912621359,0.0,0.0,103,,,,,2017-06-08,2017,jun,8,-23,-1,0.0,0.0
67,TOTAL,565749,212770,5970.0,77.5796729276967,20.0,3352.0,1003509,9611,3216,1366,93,2017-06-08,2017,jun,8,-1856,-916,0.0,-22.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
63,Turks and Caicos Islands,200,25,3.0,432.6923076923077,0.0,0.0,52,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-06-08,2017,jun,8,-521,-127,0.0,0.0
28,Subtotal ,90041,42014,205.0,348.54963443925357,5.0,191.0,37887,16,1,314,64,2017-06-08,2017,jun,8,69132,36372,1.0,181.0
27,Saint Martin,3280,200,0.0,9666.666666666666,0.0,1.0,36,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
25,Puerto Rico,0,40330,137.0,1095.626188535724,5.0,38.0,3681,0,1,11,34,2017-06-08,2017,jun,8,0,-44,0.0,-4.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,23.0,396,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,18.0,472,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
21,French Guiana,10385,483,10.0,3937.68115942029,0.0,17.0,276,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,93.0,10708,16,0,274,30,2017-06-08,2017,jun,8,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
17,Subtotal ,59226,6327,77.0,141.165449964468,0.0,163.0,46437,101,5,201,18,2017-06-08,2017,jun,8,-30815,-35687,-5.0,-28.0
16,Panama,4178,969,42.0,128.99749373433585,0.0,8.0,3990,35,5,13,3,2017-06-08,2017,jun,8,-129,-16,0.0,-1.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-06-08,2017,jun,8,0,0,0.0,0.0
13,Guatemala,3678,921,0.0,27.581863979848865,0.0,140.0,16674,5,0,47,13,2017-06-08,2017,jun,8,-8,-45,0.0,0.0
12,El Salvador,11531,51,0.0,188.4171140393688,0.0,4.0,6147,,,,,2017-06-08,2017,jun,8,-26,0,0.0,0.0
11,Costa Rica,6415,1818,32.0,168.6744519565663,0.0,5.0,4881,0,0,0,1,2017-06-08,2017,jun,8,-53,-6,0.0,-1.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
8,Mexico,0,8785,15.0,6.829985072770245,0.0,5.0,128624,0,0,419,0,2017-06-08,2017,jun,8,0,-57,0.0,0.0
5,Subtotal ,0,225,5528.0,0.06221467658046017,0.0,81.0,361651,0,0,0,7,2017-06-08,2017,jun,8,-59226,-6102,0.0,-82.0
4,United States of America,0,225,5015.0,0.06916777335104028,0.0,80.0,325296,0,0,0,7,2017-06-08,2017,jun,8,0,0,0.0,0.0
3,Canada,0,0,507.0,0.0,0.0,1.0,36284,0,0,0,0,2017-06-08,2017,jun,8,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-06-08,2017,jun,8,0,0,0.0,0.0
31,Colombia,98135,9802,0.0,221.86433710174717,0.0,159.0,48650,195,216,417,0,2017-06-08,2017,jun,8,-64,0,0.0,-7.0
32,Ecuador,3842,1694,15.0,33.53931903550224,0.0,3.0,16506,,,,,2017-06-08,2017,jun,8,0,-154,0.0,-2.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-06-08,2017,jun,8,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
33,Peru,5653,1109,22.0,21.151079136690647,0.0,0.0,31970,,,,,2017-06-08,2017,jun,8,-475,-174,0.0,0.0
61,Suriname,2768,723,0.0,637.043795620438,4.0,4.0,548,2,5,15,4,2017-06-08,2017,jun,8,0,-1,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-06-08,2017,jun,8,-6,-2,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
55,Jamaica,7650,203,0.0,279.66524216524215,0.0,0.0,2808,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,381,0.0,2464.0,0.0,0.0,25,0,0,,,2017-06-08,2017,jun,8,0,-56,0.0,0.0
36,Brazil,224670,134057,0.0,171.1867642076229,11.0,2722.0,209553,9289,2989,,,2017-06-08,2017,jun,8,0,0,0.0,-53.0
38,Argentina,869,101,40.0,2.2015433499773036,0.0,2.0,44060,,,,,2017-06-08,2017,jun,8,0,-20,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
40,Paraguay,672,16,0.0,10.230483271375464,0.0,2.0,6725,,,,,2017-06-08,2017,jun,8,5,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
35,Subtotal ,169362,15603,41.0,132.48218314651004,0.0,176.0,139615,195,216,417,0,2017-06-08,2017,jun,8,169362,15378,0.0,95.0
44,Anguilla,30,23,1.0,311.7647058823529,0.0,0.0,17,,,,,2017-06-08,2017,jun,8,-1,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-06-08,2017,jun,8,0,0,0.0,0.0
46,Aruba,1208,468,7.0,1470.1754385964912,0.0,0.0,114,0,0,,,2017-06-08,2017,jun,8,0,-213,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-06-08,2017,jun,8,-440,0,0.0,0.0
42,Subtotal ,1541,117,75.0,2.2913211719181867,0.0,4.0,72360,0,0,0,0,2017-06-08,2017,jun,8,-167821,-15486,0.0,-172.0
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,93.0,10708,16,0,274,30,2017-06-15,2017,jun,15,0,0,0.0,0.0
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
25,Puerto Rico,0,40398,137.0,1097.473512632437,5.0,38.0,3681,0,1,11,34,2017-06-15,2017,jun,15,0,68,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
27,"Saint Martin,",3280,200,0.0,9666.666666666666,0.0,0.0,36,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
28,Subtotal ,90156,42082,205.0,349.0326497215404,5.0,145.0,37887,16,1,314,64,2017-06-15,2017,jun,15,88615,41965,5.0,141.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-06-15,2017,jun,15,0,0,0.0,0.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,7.0,396,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
17,Subtotal ,59233,6339,77.0,141.20636561362707,0.0,163.0,46437,101,5,201,18,2017-06-15,2017,jun,15,-30923,-35743,-5.0,18.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-06-15,2017,jun,15,0,0,0.0,0.0
13,Guatemala,3678,921,0.0,27.581863979848865,0.0,140.0,16674,5,0,47,13,2017-06-15,2017,jun,15,0,0,0.0,0.0
12,El Salvador,11531,51,0.0,188.4171140393688,0.0,4.0,6147,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
11,Costa Rica,6422,1830,32.0,169.0637164515468,0.0,5.0,4881,0,0,0,1,2017-06-15,2017,jun,15,7,12,0.0,0.0
8,Mexico,0,8821,15.0,6.857973628560766,0.0,5.0,128624,0,0,419,0,2017-06-15,2017,jun,15,0,36,0.0,0.0
5,Subtotal ,0,225,5539.0,0.06221467658046017,0.0,73.0,361651,0,0,0,7,2017-06-15,2017,jun,15,-59233,-6114,0.0,-90.0
4,United States of America,0,225,5026.0,0.06916777335104028,0.0,72.0,325296,0,0,0,7,2017-06-15,2017,jun,15,0,0,0.0,-8.0
3,Canada,0,0,507.0,0.0,0.0,1.0,36284,0,0,0,0,2017-06-15,2017,jun,15,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-06-15,2017,jun,15,0,0,0.0,0.0
31,Colombia,98161,9802,0.0,221.91778006166496,0.0,163.0,48650,195,216,417,0,2017-06-15,2017,jun,15,26,0,0.0,4.0
16,Panama,4178,969,42.0,128.99749373433585,0.0,8.0,3990,35,5,13,3,2017-06-15,2017,jun,15,0,0,0.0,0.0
33,Peru,5874,1218,22.0,22.183296840788238,0.0,0.0,31970,,,,,2017-06-15,2017,jun,15,221,109,0.0,0.0
32,Ecuador,3842,1759,15.0,33.93311523082515,0.0,4.0,16506,,,,,2017-06-15,2017,jun,15,0,65,0.0,1.0
35,Subtotal ,169609,15777,41.0,132.783726676933,0.0,181.0,139615,195,216,417,0,2017-06-15,2017,jun,15,169609,15552,0.0,108.0
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
66,Subtotal ,20926,5643,29.0,359.91601192088865,4.0,10.0,7382,10,5,15,4,2017-06-15,2017,jun,15,-148683,-10134,4.0,-171.0
65,Virgin Islands (US),1131,1017,2.0,2085.4368932038833,0.0,0.0,103,,,,,2017-06-15,2017,jun,15,16,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
63,Turks and Caicos Islands,200,25,3.0,432.6923076923077,0.0,0.0,52,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-06-15,2017,jun,15,0,1,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
55,Jamaica,7650,203,0.0,279.66524216524215,0.0,0.0,2808,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
67,TOTAL,566135,213081,5981.0,77.64912920561748,20.0,3303.0,1003509,9611,3216,1366,93,2017-06-15,2017,jun,15,386,311,0.0,-49.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
40,Paraguay,672,16,0.0,10.230483271375464,0.0,2.0,6725,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
42,Subtotal ,1541,137,75.0,2.3189607517965727,0.0,4.0,72360,0,0,0,0,2017-06-15,2017,jun,15,-19385,-5506,-4.0,-6.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-06-15,2017,jun,15,1,0,0.0,0.0
38,Argentina,869,121,40.0,2.246935996368588,0.0,2.0,44060,,,,,2017-06-15,2017,jun,15,0,20,0.0,0.0
46,Aruba,1208,468,7.0,1470.1754385964912,0.0,0.0,114,0,0,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,381,0.0,2464.0,0.0,0.0,25,0,0,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-06-15,2017,jun,15,0,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
36,Brazil,224670,134057,0.0,171.1867642076229,11.0,2722.0,209553,9289,2989,,,2017-06-15,2017,jun,15,0,0,0.0,0.0
42,Subtotal ,1535,142,75.0,2.3175787728026536,0.0,4.0,72360,0,0,0,0,2017-06-29,2017,jun,29,-6,5,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
46,Aruba,1208,681,7.0,1657.017543859649,0.0,0.0,114,0,0,,,2017-06-29,2017,jun,29,0,213,0.0,0.0
47,Bahamas,440,25,3.0,117.72151898734177,0.0,0.0,395,0,0,0,0,2017-06-29,2017,jun,29,440,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,437,0.0,2688.0,0.0,0.0,25,0,0,,,2017-06-29,2017,jun,29,0,56,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
60,Sint Maarten (Dutch part),253,149,0.0,957.1428571428571,0.0,0.0,42,0,0,,,2017-06-29,2017,jun,29,6,2,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-06-29,2017,jun,29,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
63,Turks and Caicos Islands,200,25,3.0,432.6923076923077,0.0,0.0,52,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
65,Virgin Islands (US),1138,1019,2.0,2094.1747572815534,0.0,0.0,103,,,,,2017-06-29,2017,jun,29,7,2,0.0,0.0
66,Subtotal ,21379,5916,29.0,369.7507450555405,4.0,10.0,7382,10,5,15,4,2017-06-29,2017,jun,29,19844,5774,4.0,6.0
67,TOTAL,567767,213706,5988.0,77.87403999366224,20.0,3379.0,1003509,9611,3216,1366,93,2017-06-29,2017,jun,29,1632,625,0.0,76.0
3,Canada,0,0,507.0,0.0,0.0,1.0,36284,0,0,0,0,2017-06-29,2017,jun,29,0,0,0.0,0.0
55,Jamaica,7650,203,0.0,279.66524216524215,0.0,0.0,2808,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
40,Paraguay,666,16,0.0,10.141263940520446,0.0,2.0,6725,,,,,2017-06-29,2017,jun,29,-6,0,0.0,0.0
32,Ecuador,3842,1848,15.0,34.4723130982673,0.0,5.0,16506,,,,,2017-06-29,2017,jun,29,0,89,0.0,1.0
38,Argentina,869,126,40.0,2.2582841579664095,0.0,2.0,44060,,,,,2017-06-29,2017,jun,29,0,5,0.0,0.0
4,United States of America,0,225,5033.0,0.06916777335104028,0.0,80.0,325296,0,0,0,7,2017-06-29,2017,jun,29,0,0,0.0,8.0
5,Subtotal ,0,225,5546.0,0.06221467658046017,0.0,81.0,361651,0,0,0,7,2017-06-29,2017,jun,29,-21379,-5691,-4.0,71.0
8,Mexico,0,8864,15.0,6.8914044035327775,0.0,5.0,128624,0,0,419,0,2017-06-29,2017,jun,29,0,43,0.0,0.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
11,Costa Rica,6508,1833,32.0,170.88711329645565,0.0,6.0,4881,0,0,0,1,2017-06-29,2017,jun,29,86,3,0.0,1.0
12,El Salvador,11594,51,0.0,189.44200422970556,0.0,4.0,6147,,,,,2017-06-29,2017,jun,29,63,0,0.0,0.0
13,Guatemala,3723,966,0.0,28.121626484346887,0.0,140.0,16674,5,0,47,13,2017-06-29,2017,jun,29,45,45,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-06-29,2017,jun,29,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
16,Panama,4307,985,42.0,132.6315789473684,0.0,9.0,3990,35,5,13,3,2017-06-29,2017,jun,29,129,16,0.0,1.0
17,Subtotal ,59556,6403,77.0,142.03975278334087,0.0,165.0,46437,101,5,201,18,2017-06-29,2017,jun,29,59556,6178,0.0,84.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-06-29,2017,jun,29,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
20,Dominican Republic,4909,345,0.0,49.06611878968995,0.0,93.0,10708,16,0,274,30,2017-06-29,2017,jun,29,3,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,7.0,396,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
25,Puerto Rico,0,40357,137.0,1096.3596848682423,5.0,42.0,3681,0,1,11,34,2017-06-29,2017,jun,29,0,-41,0.0,4.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
27,"Saint Martin,",3280,200,0.0,9666.666666666666,0.0,0.0,36,,,,,2017-06-29,2017,jun,29,0,0,0.0,0.0
